"Event.","Time","Cell.Length","X191.DNA","X193.DNA","X115.CD45","X110.111.112.114.CD3","X139.CD45RA","X141.pPLCgamma2","X142.CD19","X144.CD11b","X145.CD4","X146.CD8","X148.CD34","X150.pSTAT5","X147.CD20","X152.Ki67","X154.pSHP2","X151.pERK1.2","X153.pMAPKAPK2","X156.pZAP70.Syk","X158.CD33","X160.CD123","X159.pSTAT3","X164.pSLP.76","X165.pNFkB","X166.IkBalpha","X167.CD38","X168.pH3","X170.CD90","X169.pP38","X171.pBtk.Itk","X172.pS6","X174.pSrcFK","X176.pCREB","X175.pCrkL"
100704,261232,36.3526191711426,1052.89245605469,2184.27905273438,606.562683105469,149.204116821289,291.058654785156,2.15077877044678,0.52944678068161,5.9673433303833,0.80415153503418,346.521575927734,4.30112218856812,9.93807220458984,5.03976249694824,4.18279457092285,16.0202941894531,29.0140628814697,25.7476978302002,1.48200631141663,2.49586462974548,14.0255517959595,63.3551368713379,7.94691514968872,44.5964126586914,21.2600517272949,29.5663433074951,46.3690147399902,12.4448871612549,4.88966274261475,31.995002746582,60.8490104675293,51.7160034179688,40.8981170654297,25.4517116546631
9863,24602,25.075532913208,697.953491210938,1158.02221679688,192.419006347656,102.398452758789,-1.99894309043884,10.5127010345459,-0.950494647026062,-2.96594929695129,-0.235496684908867,35.8152542114258,1.36659824848175,40.9167060852051,3.28830981254578,1.29383599758148,15.358588218689,1.4570198059082,3.46993184089661,1.35954594612122,0.357058316469193,-0.449903428554535,12.3200492858887,0.362884849309921,23.1897373199463,14.5910024642944,26.3550033569336,4.32023620605469,-0.615051031112671,21.1456031799316,29.5718364715576,5.06534719467163,22.7629127502441,-0.374057710170746,3.82826972007751
466415,1084484,34.4403877258301,409.537078857422,542.783569335938,98.2244338989258,-9.7593240737915,5.67094373703003,47.3559112548828,-2.55569243431091,22.4758129119873,0.340781182050705,0.825211346149445,3.06773781776428,48.7493133544922,-0.331003159284592,15.8906536102295,31.0882129669189,23.5824813842773,17.4050102233887,51.9194984436035,304.615173339844,7.94408273696899,61.0857467651367,30.9694347381592,129.682006835938,28.5670413970947,165.949096679688,162.069854736328,13.7404842376709,96.4373168945312,71.6474380493164,18.9263877868652,541.7841796875,2.50592565536499,18.3226776123047
216327,623282,43.5706939697266,998.103393554688,1990.90734863281,482.095245361328,146.526153564453,13.6971502304077,-0.64427924156189,-0.804891467094421,-5.45765495300293,-0.641899347305298,155.202850341797,-0.720572054386139,9.28372097015381,1.76490235328674,-0.478059262037277,3.9247510433197,11.3134088516235,17.755350112915,9.21125507354736,-2.24234080314636,-0.366885453462601,-3.50739645957947,-0.420182585716248,29.7315235137939,15.6211681365967,3.93375730514526,34.5147895812988,8.28486824035645,12.3622646331787,14.2473077774048,8.0682373046875,15.1191339492798,15.2612752914429,6.0437536239624
227911,925587,48.4727821350098,697.897033691406,1274.90405273438,212.069259643555,7.26684904098511,6.60872316360474,1.13434028625488,0.714079976081848,127.534332275391,30.6597385406494,2.12950563430786,-0.982311189174652,21.4352130889893,-1.07003247737885,17.0408458709717,13.5597915649414,23.3428421020508,8.06758499145508,43.2159881591797,343.472198486328,13.203311920166,51.4634323120117,5.96895027160645,141.91259765625,15.6006994247437,193.646224975586,13.3579988479614,10.8489046096802,133.093444824219,34.818416595459,9.0590877532959,164.093490600586,19.3545951843262,10.5197887420654
328317,900941,29.001485824585,921.00439453125,1923.24194335938,284.075988769531,653.283996582031,36.9278335571289,14.6096019744873,1.91635966300964,12.1818914413452,152.59553527832,14.1040639877319,-1.56599593162537,7.78936910629272,2.12535214424133,-0.723983108997345,34.3530158996582,13.927508354187,19.7053413391113,8.26806449890137,3.97924637794495,9.05804824829102,156.754089355469,17.9100093841553,6.19517421722412,9.20422554016113,163.225845336914,4.59381437301636,6.43032836914062,14.881329536438,62.5920715332031,16.7559661865234,172.783584594727,11.9017095565796,14.1556243896484
295168,732036,21.4576091766357,563.690612792969,1198.75476074219,22.7622356414795,8.69617557525635,0.383865982294083,-0.81125545501709,-0.832973182201385,-0.391307592391968,-1.30922365188599,-0.0478065423667431,1.19041645526886,-1.81742584705353,-0.625920236110687,49.3850479125977,-0.139641031622887,-0.0930334106087685,3.16390657424927,-0.586176693439484,-0.234874859452248,-0.772260725498199,-1.85573649406433,-2.71451950073242,5.11563396453857,0.290170699357986,5.58717107772827,15.3484859466553,-0.517789244651794,-0.275949269533157,16.5816783905029,1.41591250896454,17.8053398132324,6.08882617950439,-2.96305799484253
198694,522453,52.1040153503418,425.811462402344,657.435668945312,137.409896850586,133.90461730957,33.1889305114746,3.52747344970703,-0.885668277740479,-0.311994433403015,-1.22996115684509,153.877426147461,-0.100692227482796,-0.556248664855957,2.89341497421265,-0.106111526489258,0.943946480751038,0.379132866859436,13.3853988647461,4.83615493774414,3.07899308204651,0.289673775434494,8.38726615905762,-0.614773988723755,28.4620780944824,32.1497192382812,27.8088321685791,-2.54494118690491,-1.20378255844116,23.1648483276367,11.0895757675171,1.78974521160126,21.3347339630127,0.864438354969025,0.989055812358856
106346,179388,22.122314453125,1106.92895507812,1953.54565429688,32.4674377441406,-1.0239394903183,2.20608639717102,4.5499415397644,-0.12492086738348,-0.315947592258453,-0.401122659444809,-1.0437490940094,-0.456927418708801,18.847448348999,-0.139466285705566,7.04964351654053,4.19508123397827,3.86869311332703,5.39196300506592,-0.408356308937073,23.5954189300537,-0.389388769865036,2.29551649093628,2.68527817726135,14.7140598297119,13.5083427429199,14.2123460769653,1.14231014251709,-0.557598233222961,7.04632425308228,5.2646746635437,0.259608060121536,36.2976531982422,15.5288753509521,2.22655320167542
413740,910973,27.2329425811768,481.712615966797,1139.88330078125,209.805908203125,121.266380310059,51.2187576293945,2.05502986907959,0.0991090387105942,5.51709079742432,85.0640106201172,0.139353320002556,-0.529712080955505,-0.421301484107971,4.89208316802979,-0.458719909191132,-0.00192638079170138,4.03770399093628,15.7887697219849,-0.30984565615654,-0.881013989448547,-0.230898976325989,3.77833318710327,-0.864136159420013,1.54351043701172,23.8673648834229,148.716903686523,16.0338592529297,-0.175879582762718,16.6070995330811,2.4380087852478,7.39607048034668,3.19685029983521,-0.267171144485474,3.86268973350525
269471,753968,40.6557731628418,1065.04846191406,2230.42407226562,68.5873794555664,34.4890365600586,1.39202201366425,2.4039409160614,-1.03267347812653,32.77294921875,-1.45321035385132,-0.208493784070015,8.18936157226562,13.6733961105347,1.76668453216553,-2.05014562606812,2.50877737998962,9.49537563323975,7.29854154586792,-0.89813220500946,1.9568008184433,5.96513175964355,1.79689788818359,1.73460423946381,7.13925743103027,12.149486541748,107.496566772461,5.03399801254272,3.50181531906128,1.14985775947571,-3.12778186798096,-2.17787885665894,14.3095016479492,5.92731380462646,-1.67953789234161
135860,230783,33.2091789245605,679.880126953125,1276.84692382812,211.803756713867,-2.5319664478302,4.4633002281189,-0.252261608839035,0.374446988105774,35.3142318725586,18.2527465820312,5.12853002548218,2.23743557929993,1.96357429027557,-0.234560325741768,38.349048614502,0.969324052333832,2.10406708717346,8.74944972991943,9.10907554626465,229.809051513672,18.5116271972656,19.5036735534668,-0.284311592578888,42.2853698730469,4.43451118469238,165.015197753906,88.8492202758789,3.00277829170227,46.5050888061523,20.466381072998,16.7828178405762,89.7468414306641,18.3664493560791,2.0600962638855
4458,10671,34.6304550170898,68.4499664306641,176.585540771484,278.758514404297,239.646560668945,-1.25812947750092,-0.254324972629547,1.17708337306976,1.88034868240356,0.656068921089172,22.2730503082275,0.448879599571228,2.22409558296204,0.481882244348526,-2.2742383480072,1.24884688854218,1.36427974700928,15.8733339309692,10.9479503631592,-1.23450899124146,-0.264213800430298,5.59410762786865,-0.673925876617432,8.34028625488281,21.4300518035889,7.22551298141479,8.5813570022583,-1.26302349567413,5.67276239395142,34.8483200073242,16.8843879699707,22.6078472137451,21.9726448059082,-0.126075193285942
335825,922890,14.5066528320312,822.018615722656,1485.33813476562,197.128524780273,-1.25940883159637,46.7435684204102,33.9582977294922,20.5897006988525,6.54833793640137,5.0091438293457,-0.29539430141449,-1.23964977264404,15.4840221405029,2.41198062896729,-1.11154520511627,5.76368474960327,32.4890823364258,9.47646522521973,33.4253120422363,28.8323593139648,2.7114109992981,4.85303068161011,27.0077571868896,7.24817800521851,4.69149255752563,6.14814376831055,9.58988952636719,7.66431665420532,150.769393920898,8.71275615692139,18.6321926116943,57.3224754333496,17.5505790710449,2.88673901557922
